01-10-2021 09:59:36 Se inicia el registro: logRestHopu
01-10-2021 12:51:53 Se graban todos los datos correctamente
01-10-2021 12:52:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:52:07 Se graban todos los datos correctamente
01-10-2021 12:52:32 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:52:32 Se graban todos los datos correctamente
01-10-2021 12:52:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:52:37 Se graban todos los datos correctamente
01-10-2021 12:53:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:53:07 Se graban todos los datos correctamente
01-10-2021 12:53:11 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:53:12 Se graban todos los datos correctamente
01-10-2021 12:53:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:53:37 Se graban todos los datos correctamente
01-10-2021 12:53:50 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:53:50 Se graban todos los datos correctamente
01-10-2021 12:54:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:54:07 Se graban todos los datos correctamente
01-10-2021 12:54:29 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:54:29 Se graban todos los datos correctamente
01-10-2021 12:54:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:54:37 Se graban todos los datos correctamente
01-10-2021 12:55:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:55:07 Se graban todos los datos correctamente
01-10-2021 12:55:08 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:55:08 Se graban todos los datos correctamente
01-10-2021 12:55:36 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:55:37 Se graban todos los datos correctamente
01-10-2021 12:55:47 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:55:47 Se graban todos los datos correctamente
01-10-2021 12:56:06 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:56:07 Se graban todos los datos correctamente
01-10-2021 12:56:26 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:56:26 Se graban todos los datos correctamente
01-10-2021 12:56:36 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:56:37 Se graban todos los datos correctamente
01-10-2021 12:57:05 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:57:05 Se graban todos los datos correctamente
01-10-2021 12:57:06 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:57:07 Se graban todos los datos correctamente
01-10-2021 12:57:36 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:57:37 Se graban todos los datos correctamente
01-10-2021 12:57:44 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:57:44 Se graban todos los datos correctamente
01-10-2021 12:58:06 FALLO El dispositivo NO responde -> operationalStatus:DISCONNECTED
01-10-2021 12:58:07 Se graban todos los datos correctamente
01-10-2021 12:58:23 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:58:23 Se graban todos los datos correctamente
01-10-2021 12:58:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:58:37 Se graban todos los datos correctamente
01-10-2021 12:59:02 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:59:02 Se graban todos los datos correctamente
01-10-2021 12:59:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:59:07 Se graban todos los datos correctamente
01-10-2021 12:59:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:59:37 Se graban todos los datos correctamente
01-10-2021 12:59:41 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:59:41 Se graban todos los datos correctamente
01-10-2021 13:00:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:00:07 Se graban todos los datos correctamente
01-10-2021 13:00:20 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:00:20 Se graban todos los datos correctamente
01-10-2021 13:00:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:00:37 Se graban todos los datos correctamente
01-10-2021 13:00:59 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:00:59 Se graban todos los datos correctamente
01-10-2021 13:01:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:01:07 Se graban todos los datos correctamente
01-10-2021 13:01:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:01:37 Se graban todos los datos correctamente
01-10-2021 13:01:38 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:01:38 Se graban todos los datos correctamente
01-10-2021 13:02:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:02:07 Se graban todos los datos correctamente
01-10-2021 13:02:17 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:02:17 Se graban todos los datos correctamente
01-10-2021 13:02:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:02:37 Se graban todos los datos correctamente
01-10-2021 13:02:56 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:02:56 Se graban todos los datos correctamente
01-10-2021 13:03:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:03:07 Se graban todos los datos correctamente
01-10-2021 13:03:35 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:03:35 Se graban todos los datos correctamente
01-10-2021 13:03:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:03:37 Se graban todos los datos correctamente
01-10-2021 13:04:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:04:07 Se graban todos los datos correctamente
01-10-2021 13:04:14 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:04:15 Se graban todos los datos correctamente
01-10-2021 13:04:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:04:37 Se graban todos los datos correctamente
01-10-2021 13:04:53 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:04:53 Se graban todos los datos correctamente
01-10-2021 13:05:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:05:07 Se graban todos los datos correctamente
01-10-2021 13:05:32 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:05:32 Se graban todos los datos correctamente
01-10-2021 13:05:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:05:37 Se graban todos los datos correctamente
01-10-2021 13:06:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:06:07 Se graban todos los datos correctamente
01-10-2021 13:06:11 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:06:11 Se graban todos los datos correctamente
01-10-2021 13:06:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:06:37 Se graban todos los datos correctamente
01-10-2021 13:06:50 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:06:50 Se graban todos los datos correctamente
01-10-2021 13:07:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:07:07 Se graban todos los datos correctamente
01-10-2021 13:07:29 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:07:29 Se graban todos los datos correctamente
01-10-2021 13:07:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:07:37 Se graban todos los datos correctamente
01-10-2021 13:08:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:08:07 Se graban todos los datos correctamente
01-10-2021 13:08:08 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:08:08 Se graban todos los datos correctamente
01-10-2021 13:08:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:08:37 Se graban todos los datos correctamente
01-10-2021 13:08:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:08:47 Se graban todos los datos correctamente
01-10-2021 13:09:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:09:07 Se graban todos los datos correctamente
01-10-2021 13:09:26 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:09:26 Se graban todos los datos correctamente
01-10-2021 13:09:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:09:37 Se graban todos los datos correctamente
01-10-2021 13:10:05 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:10:05 Se graban todos los datos correctamente
01-10-2021 13:10:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:10:07 Se graban todos los datos correctamente
01-10-2021 13:10:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:10:37 Se graban todos los datos correctamente
01-10-2021 13:10:44 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:10:44 Se graban todos los datos correctamente
01-10-2021 13:11:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:11:07 Se graban todos los datos correctamente
01-10-2021 13:11:23 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:11:23 Se graban todos los datos correctamente
01-10-2021 13:11:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:11:37 Se graban todos los datos correctamente
01-10-2021 13:12:02 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:12:02 Se graban todos los datos correctamente
01-10-2021 13:12:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:12:07 Se graban todos los datos correctamente
01-10-2021 13:12:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:12:37 Se graban todos los datos correctamente
01-10-2021 13:12:41 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:12:41 Se graban todos los datos correctamente
01-10-2021 13:13:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:13:07 Se graban todos los datos correctamente
01-10-2021 13:13:20 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:13:20 Se graban todos los datos correctamente
01-10-2021 13:13:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:13:37 Se graban todos los datos correctamente
01-10-2021 13:13:59 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:13:59 Se graban todos los datos correctamente
01-10-2021 13:14:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:14:07 Se graban todos los datos correctamente
01-10-2021 13:14:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:14:37 Se graban todos los datos correctamente
01-10-2021 13:14:38 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:14:38 Se graban todos los datos correctamente
01-10-2021 13:15:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:15:07 Se graban todos los datos correctamente
01-10-2021 13:15:17 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:15:18 Se graban todos los datos correctamente
01-10-2021 13:15:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:15:37 Se graban todos los datos correctamente
01-10-2021 13:15:56 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:15:56 Se graban todos los datos correctamente
01-10-2021 13:16:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:16:07 Se graban todos los datos correctamente
01-10-2021 13:16:35 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:16:35 Se graban todos los datos correctamente
01-10-2021 13:16:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:16:37 Se graban todos los datos correctamente
01-10-2021 13:17:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:17:07 Se graban todos los datos correctamente
01-10-2021 13:17:14 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:17:14 Se graban todos los datos correctamente
01-10-2021 13:17:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:17:37 Se graban todos los datos correctamente
01-10-2021 13:17:53 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:17:53 Se graban todos los datos correctamente
01-10-2021 13:18:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:18:07 Se graban todos los datos correctamente
01-10-2021 13:18:32 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:18:32 Se graban todos los datos correctamente
01-10-2021 13:18:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:18:37 Se graban todos los datos correctamente
01-10-2021 13:19:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:19:07 Se graban todos los datos correctamente
01-10-2021 13:19:11 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:19:11 Se graban todos los datos correctamente
01-10-2021 13:19:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:19:37 Se graban todos los datos correctamente
01-10-2021 13:19:50 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:19:50 Se graban todos los datos correctamente
01-10-2021 13:20:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:20:07 Se graban todos los datos correctamente
01-10-2021 13:20:29 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:20:29 Se graban todos los datos correctamente
01-10-2021 13:20:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:20:37 Se graban todos los datos correctamente
01-10-2021 13:21:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:21:07 Se graban todos los datos correctamente
01-10-2021 13:21:08 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:21:08 Se graban todos los datos correctamente
01-10-2021 13:21:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:21:37 Se graban todos los datos correctamente
01-10-2021 13:21:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:21:47 Se graban todos los datos correctamente
01-10-2021 13:22:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:22:07 Se graban todos los datos correctamente
01-10-2021 13:22:26 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:22:26 Se graban todos los datos correctamente
01-10-2021 13:22:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:22:37 Se graban todos los datos correctamente
01-10-2021 13:23:05 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:23:05 Se graban todos los datos correctamente
01-10-2021 13:23:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:23:07 Se graban todos los datos correctamente
01-10-2021 13:23:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:23:37 Se graban todos los datos correctamente
01-10-2021 13:23:44 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:23:44 Se graban todos los datos correctamente
01-10-2021 13:24:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:24:07 Se graban todos los datos correctamente
01-10-2021 13:24:23 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:24:23 Se graban todos los datos correctamente
01-10-2021 13:24:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:24:37 Se graban todos los datos correctamente
01-10-2021 13:25:02 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:25:02 Se graban todos los datos correctamente
01-10-2021 13:25:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:25:07 Se graban todos los datos correctamente
01-10-2021 13:25:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:25:37 Se graban todos los datos correctamente
01-10-2021 13:25:41 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:25:41 Se graban todos los datos correctamente
01-10-2021 13:26:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:26:07 Se graban todos los datos correctamente
01-10-2021 13:26:20 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:26:20 Se graban todos los datos correctamente
01-10-2021 13:26:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:26:37 Se graban todos los datos correctamente
01-10-2021 13:26:59 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:26:59 Se graban todos los datos correctamente
01-10-2021 13:27:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:27:07 Se graban todos los datos correctamente
01-10-2021 13:27:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:27:37 Se graban todos los datos correctamente
01-10-2021 13:27:38 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:27:38 Se graban todos los datos correctamente
01-10-2021 13:28:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:28:07 Se graban todos los datos correctamente
01-10-2021 13:28:17 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:28:17 Se graban todos los datos correctamente
01-10-2021 13:28:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:28:37 Se graban todos los datos correctamente
01-10-2021 13:28:57 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:28:57 Se graban todos los datos correctamente
01-10-2021 13:29:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:29:07 Se graban todos los datos correctamente
01-10-2021 13:29:35 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:29:35 Se graban todos los datos correctamente
01-10-2021 13:29:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:29:37 Se graban todos los datos correctamente
01-10-2021 13:30:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:30:07 Se graban todos los datos correctamente
01-10-2021 13:30:14 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:30:14 Se graban todos los datos correctamente
01-10-2021 13:30:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:30:37 Se graban todos los datos correctamente
01-10-2021 13:30:53 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:30:53 Se graban todos los datos correctamente
01-10-2021 13:31:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:31:07 Se graban todos los datos correctamente
01-10-2021 13:31:32 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:31:32 Se graban todos los datos correctamente
01-10-2021 13:31:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:31:37 Se graban todos los datos correctamente
01-10-2021 13:32:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:32:07 Se graban todos los datos correctamente
01-10-2021 13:32:11 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:32:11 Se graban todos los datos correctamente
01-10-2021 13:32:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:32:37 Se graban todos los datos correctamente
01-10-2021 13:32:50 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:32:50 Se graban todos los datos correctamente
01-10-2021 13:33:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:33:07 Se graban todos los datos correctamente
01-10-2021 13:33:29 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:33:29 Se graban todos los datos correctamente
01-10-2021 13:33:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:33:37 Se graban todos los datos correctamente
01-10-2021 13:34:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:34:07 Se graban todos los datos correctamente
01-10-2021 13:34:08 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:34:08 Se graban todos los datos correctamente
01-10-2021 13:34:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:34:37 Se graban todos los datos correctamente
01-10-2021 13:34:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:34:47 Se graban todos los datos correctamente
01-10-2021 13:35:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:35:07 Se graban todos los datos correctamente
01-10-2021 13:35:26 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:35:26 Se graban todos los datos correctamente
01-10-2021 13:35:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:35:37 Se graban todos los datos correctamente
01-10-2021 13:36:05 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:36:05 Se graban todos los datos correctamente
01-10-2021 13:36:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:36:07 Se graban todos los datos correctamente
01-10-2021 13:36:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:36:37 Se graban todos los datos correctamente
01-10-2021 13:36:44 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:36:44 Se graban todos los datos correctamente
01-10-2021 13:37:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:37:07 Se graban todos los datos correctamente
01-10-2021 13:37:23 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:37:23 Se graban todos los datos correctamente
01-10-2021 13:37:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:37:37 Se graban todos los datos correctamente
01-10-2021 13:38:02 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:38:02 Se graban todos los datos correctamente
01-10-2021 13:38:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:38:07 Se graban todos los datos correctamente
01-10-2021 13:38:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:38:37 Se graban todos los datos correctamente
01-10-2021 13:38:41 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:38:41 Se graban todos los datos correctamente
01-10-2021 13:39:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:39:07 Se graban todos los datos correctamente
01-10-2021 13:39:20 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:39:20 Se graban todos los datos correctamente
01-10-2021 13:39:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:39:37 Se graban todos los datos correctamente
01-10-2021 13:39:59 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:39:59 Se graban todos los datos correctamente
01-10-2021 13:40:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:40:07 Se graban todos los datos correctamente
01-10-2021 13:40:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:40:37 Se graban todos los datos correctamente
01-10-2021 13:40:38 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:40:38 Se graban todos los datos correctamente
01-10-2021 13:41:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:41:07 Se graban todos los datos correctamente
01-10-2021 13:41:17 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:41:17 Se graban todos los datos correctamente
01-10-2021 13:41:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:41:37 Se graban todos los datos correctamente
01-10-2021 13:41:56 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:41:56 Se graban todos los datos correctamente
01-10-2021 13:42:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:42:07 Se graban todos los datos correctamente
01-10-2021 13:42:35 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:42:35 Se graban todos los datos correctamente
01-10-2021 13:42:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:42:37 Se graban todos los datos correctamente
01-10-2021 13:43:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:43:07 Se graban todos los datos correctamente
01-10-2021 13:43:14 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:43:14 Se graban todos los datos correctamente
01-10-2021 13:43:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:43:37 Se graban todos los datos correctamente
01-10-2021 13:43:53 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:43:53 Se graban todos los datos correctamente
01-10-2021 13:44:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:44:07 Se graban todos los datos correctamente
01-10-2021 13:44:32 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:44:32 Se graban todos los datos correctamente
01-10-2021 13:44:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:44:37 Se graban todos los datos correctamente
01-10-2021 13:45:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:45:07 Se graban todos los datos correctamente
01-10-2021 13:45:11 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:45:11 Se graban todos los datos correctamente
01-10-2021 13:45:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:45:37 Se graban todos los datos correctamente
01-10-2021 13:45:50 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:45:50 Se graban todos los datos correctamente
01-10-2021 13:46:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:46:07 Se graban todos los datos correctamente
01-10-2021 13:46:29 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:46:29 Se graban todos los datos correctamente
01-10-2021 13:46:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:46:37 Se graban todos los datos correctamente
01-10-2021 13:47:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:47:07 Se graban todos los datos correctamente
01-10-2021 13:47:08 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:47:08 Se graban todos los datos correctamente
01-10-2021 13:47:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:47:37 Se graban todos los datos correctamente
01-10-2021 13:47:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:47:47 Se graban todos los datos correctamente
01-10-2021 13:48:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:48:07 Se graban todos los datos correctamente
01-10-2021 13:48:26 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:48:26 Se graban todos los datos correctamente
01-10-2021 13:48:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:48:37 Se graban todos los datos correctamente
01-10-2021 13:49:05 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:49:05 Se graban todos los datos correctamente
01-10-2021 13:49:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:49:07 Se graban todos los datos correctamente
01-10-2021 13:49:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:49:37 Se graban todos los datos correctamente
01-10-2021 13:49:44 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:49:44 Se graban todos los datos correctamente
01-10-2021 13:50:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:50:07 Se graban todos los datos correctamente
01-10-2021 13:50:23 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:50:23 Se graban todos los datos correctamente
01-10-2021 13:50:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:50:37 Se graban todos los datos correctamente
01-10-2021 13:51:02 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:51:02 Se graban todos los datos correctamente
01-10-2021 13:51:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:51:07 Se graban todos los datos correctamente
01-10-2021 13:51:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:51:37 Se graban todos los datos correctamente
01-10-2021 13:51:41 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:51:41 Se graban todos los datos correctamente
01-10-2021 13:52:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:52:07 Se graban todos los datos correctamente
01-10-2021 13:52:20 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:52:20 Se graban todos los datos correctamente
01-10-2021 13:52:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:52:37 Se graban todos los datos correctamente
01-10-2021 13:52:59 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:52:59 Se graban todos los datos correctamente
01-10-2021 13:53:06 El dispositivo responde -> operationalStatus: CONNECTED
